I,I2,I3,I4
0.0015666666666666665,0.0013499999999999999,0.0013666666666666664,0.0013166666666666667
0.002833333333333333,0.0025666666666666667,0.0023833333333333332,0.0026
0.004083333333333334,0.003566666666666667,0.0037333333333333333,0.0034999999999999996
0.005433333333333334,0.005016666666666667,0.005066666666666667,0.005033333333333333
0.006600000000000001,0.006216666666666666,0.0064333333333333334,0.0067666666666666665
0.008533333333333332,0.007750000000000001,0.008066666666666666,0.008416666666666666
0.010366666666666668,0.0095,0.009983333333333335,0.0101
0.012566666666666665,0.011533333333333333,0.012083333333333333,0.011816666666666665
0.015016666666666666,0.0134,0.0147,0.013716666666666663
0.01785,0.015716666666666667,0.0175,0.015866666666666668
0.020916666666666667,0.018066666666666665,0.020766666666666666,0.01835
0.02443333333333333,0.020783333333333334,0.024050000000000002,0.020833333333333332
0.028133333333333333,0.023549999999999998,0.02785,0.023399999999999994
0.032883333333333334,0.02613333333333333,0.0324,0.026283333333333336
0.03763333333333333,0.02915,0.03685,0.029383333333333334
0.04221666666666666,0.03231666666666667,0.04151666666666667,0.0321
0.04773333333333333,0.0357,0.04686666666666666,0.035333333333333335
0.05321666666666667,0.039066666666666666,0.05171666666666666,0.03876666666666667
0.0583,0.04265,0.05665,0.0415
0.06441666666666666,0.04661666666666667,0.06071666666666667,0.044083333333333335
0.0712,0.049466666666666666,0.06471666666666666,0.046000000000000006
0.07853333333333333,0.05316666666666666,0.06846666666666666,0.04831666666666667
0.08531666666666667,0.056916666666666664,0.07175000000000001,0.04993333333333333
0.09271666666666667,0.060816666666666665,0.07503333333333334,0.05175
0.10006666666666665,0.06455,0.07780000000000001,0.05338333333333334
0.10691666666666667,0.06864999999999999,0.08061666666666667,0.054900000000000004
0.11483333333333334,0.07221666666666667,0.08306666666666666,0.056383333333333334
0.12228333333333334,0.07535,0.08588333333333333,0.05795
0.13031666666666666,0.079,0.08828333333333334,0.05908333333333334
0.13846666666666665,0.08246666666666667,0.09050000000000001,0.06003333333333333
0.1463,0.08616666666666668,0.09230000000000001,0.061016666666666663
0.15528333333333333,0.08986666666666666,0.09406666666666667,0.061766666666666664
0.16415000000000002,0.09355000000000001,0.09581666666666667,0.06266666666666666
0.17271666666666666,0.09708333333333334,0.09776666666666667,0.06344999999999999
0.18176666666666666,0.10048333333333333,0.09928333333333335,0.06413333333333333
0.19096666666666665,0.10408333333333332,0.10104999999999999,0.0649
0.2004,0.10785,0.10268333333333333,0.06553333333333333
0.20908333333333332,0.11133333333333333,0.10415,0.06588333333333334
0.21835000000000002,0.11448333333333333,0.10563333333333334,0.06659999999999999
0.22813333333333333,0.11821666666666668,0.10668333333333334,0.06703333333333333
0.23755,0.12148333333333333,0.10805000000000002,0.06745
0.24706666666666666,0.12464999999999998,0.10928333333333333,0.06778333333333332
0.2568666666666667,0.1278,0.11053333333333333,0.06806666666666666
0.26718333333333333,0.13091666666666665,0.11163333333333335,0.06833333333333333
0.27681666666666666,0.13371666666666668,0.11291666666666667,0.06863333333333334
0.28720000000000007,0.13705,0.11419999999999998,0.06915
0.2976833333333333,0.13993333333333333,0.11548333333333333,0.06945
0.30823333333333336,0.14361666666666667,0.11653333333333334,0.06980000000000001
0.31766666666666665,0.1471,0.11748333333333334,0.07005
0.3284,0.15036666666666668,0.11845,0.07025000000000002
0.3391166666666667,0.15344999999999998,0.1194,0.0705
0.3496666666666666,0.15671666666666667,0.12011666666666665,0.07066666666666667
0.3602,0.15958333333333333,0.12078333333333334,0.07081666666666667
0.37094999999999995,0.16276666666666667,0.12161666666666666,0.07098333333333333
0.38189999999999996,0.16558333333333333,0.12254999999999999,0.07123333333333333
0.39363333333333334,0.1685,0.12343333333333333,0.0714
0.40421666666666667,0.17074999999999999,0.12430000000000001,0.07155000000000002
0.41428333333333334,0.17318333333333333,0.12488333333333333,0.07166666666666667
0.4252666666666667,0.17548333333333332,0.12568333333333334,0.07179999999999999
0.4362333333333333,0.17806666666666668,0.1264666666666667,0.07184999999999998
0.44680000000000003,0.18035,0.12725,0.07203333333333334
0.45746666666666663,0.18315,0.12795,0.0721
0.46849999999999997,0.18525000000000003,0.12855,0.07221666666666667
0.4794833333333333,0.18791666666666665,0.12926666666666667,0.07231666666666667
0.48951666666666666,0.1903,0.1299,0.07233333333333333
0.49979999999999997,0.1927333333333333,0.13041666666666668,0.07241666666666666
0.51055,0.1950333333333333,0.13091666666666665,0.07248333333333333
0.5205166666666666,0.19736666666666666,0.13131666666666666,0.07254999999999999
0.5309833333333333,0.19951666666666668,0.13181666666666667,0.07260000000000001
0.5414500000000001,0.20141666666666666,0.13225,0.07273333333333333
0.5517666666666666,0.20363333333333333,0.1325833333333333,0.07281666666666667
0.5627166666666666,0.20556666666666668,0.13313333333333333,0.07288333333333334
0.57275,0.20754999999999998,0.1337,0.07295
0.5822833333333333,0.20975,0.13406666666666667,0.07303333333333334
0.5921666666666666,0.21191666666666667,0.13445,0.07308333333333333
0.6024166666666667,0.21410000000000004,0.13471666666666668,0.07308333333333333
0.6127166666666667,0.21614999999999998,0.13501666666666667,0.07310000000000001
0.6219333333333333,0.2181,0.13558333333333333,0.07321666666666667
0.63195,0.22008333333333333,0.13623333333333332,0.0733
0.641,0.2223333333333333,0.13701666666666668,0.07336666666666666
0.6511666666666667,0.22431666666666664,0.13783333333333334,0.07341666666666667
0.6603166666666667,0.22576666666666667,0.13851666666666665,0.07343333333333334
0.6697166666666666,0.22751666666666667,0.13936666666666667,0.07345
0.6784666666666667,0.22931666666666664,0.14045,0.07351666666666667
0.6874333333333333,0.23124999999999998,0.1414,0.07363333333333333
0.6957999999999999,0.23335000000000003,0.14233333333333334,0.07368333333333334
0.7037666666666667,0.23544999999999996,0.14353333333333335,0.07376666666666666
0.7121833333333333,0.23709999999999998,0.14459999999999998,0.0738
0.7215333333333332,0.23895,0.14593333333333333,0.07395
0.7298833333333334,0.24056666666666662,0.14731666666666668,0.07406666666666667
0.7385666666666667,0.24193333333333333,0.14873333333333336,0.07413333333333334
0.7465833333333333,0.24358333333333335,0.15009999999999998,0.07421666666666667
0.7544333333333334,0.24506666666666668,0.1515,0.07433333333333335
0.7621166666666667,0.24718333333333334,0.1533,0.07450000000000001
0.7703500000000001,0.24858333333333335,0.15518333333333334,0.07463333333333333
0.7779333333333334,0.2502666666666667,0.15658333333333332,0.07468333333333334
0.7853166666666667,0.2519,0.1586,0.07478333333333333
0.7927,0.25321666666666665,0.16051666666666667,0.07488333333333334
