S,V,E,EV,I,IV,H,HV,R,RV,D
0.08786999999999999,0.42227000000000003,0.013300000000000001,0.029199999999999997,0.017410000000000002,0.03178,0.0030600000000000002,0.00178,0.223,0.16580999999999999,0.004520000000000001
0.08632,0.42071,0.012790000000000001,0.028720000000000002,0.01659,0.03124,0.0029100000000000003,0.0016300000000000002,0.22382,0.17059999999999997,0.0046700000000000005
0.08511,0.41892000000000007,0.012169999999999999,0.028209999999999995,0.016,0.030619999999999998,0.00272,0.0015600000000000002,0.22462,0.17532,0.00475
0.08321,0.41773999999999994,0.011539999999999998,0.02769,0.015470000000000001,0.030330000000000003,0.00257,0.0015400000000000001,0.22527,0.17976,0.00488
0.08203999999999999,0.41612,0.01114,0.027339999999999996,0.014549999999999999,0.02965,0.00265,0.0015400000000000001,0.22576000000000002,0.18428000000000003,0.0049299999999999995
0.08087,0.41445999999999994,0.01057,0.026850000000000002,0.014090000000000002,0.02954,0.00262,0.00155,0.22608999999999999,0.18833999999999998,0.005019999999999999
0.0802,0.41285999999999995,0.01019,0.026369999999999998,0.013269999999999999,0.028679999999999994,0.0026,0.0016099999999999999,0.22633000000000006,0.19279000000000002,0.0051
0.07989,0.41104,0.009569999999999999,0.025770000000000005,0.01273,0.027949999999999996,0.0024400000000000003,0.00156,0.22659999999999997,0.19724000000000003,0.005209999999999999
0.0794,0.40936000000000006,0.00919,0.02525,0.0122,0.027589999999999996,0.00236,0.00152,0.22670000000000004,0.20115,0.00528
0.07904,0.40773000000000004,0.009000000000000001,0.024759999999999997,0.0114,0.02697,0.00222,0.0014500000000000001,0.22677999999999998,0.20529999999999998,0.00535
0.07845,0.40661,0.00868,0.024020000000000003,0.01112,0.026570000000000003,0.00203,0.0014600000000000001,0.22649,0.20912999999999998,0.0054399999999999995
0.07744,0.40549999999999997,0.00817,0.02386,0.010879999999999999,0.025759999999999998,0.0018899999999999998,0.0014,0.22646000000000002,0.21311,0.005529999999999999
0.07648,0.40447000000000005,0.00788,0.02321,0.010629999999999999,0.02554,0.00184,0.0014000000000000002,0.22613,0.21683,0.0055899999999999995
0.0763,0.40291,0.00754,0.02304,0.00995,0.025030000000000004,0.00177,0.0012699999999999999,0.22586999999999996,0.22061999999999998,0.0057
0.07557,0.40186,0.00697,0.022430000000000002,0.00969,0.02498,0.0016799999999999999,0.0013199999999999996,0.22568000000000002,0.22405,0.005769999999999999
0.07548999999999999,0.40069,0.006749999999999999,0.021750000000000002,0.008790000000000001,0.02452,0.0016099999999999999,0.0012499999999999998,0.22569,0.22763,0.00583
0.07499,0.39963999999999994,0.00658,0.021430000000000005,0.00843,0.02378,0.0015300000000000001,0.0013000000000000002,0.22508000000000003,0.23134999999999994,0.005889999999999999
0.07493000000000001,0.3983,0.006220000000000001,0.02106,0.00819,0.02346,0.00152,0.00131,0.22444000000000006,0.23464999999999997,0.00592
0.07485,0.39707000000000003,0.00612,0.02062,0.007769999999999999,0.02321,0.0014399999999999999,0.00131,0.2237,0.23789,0.00602
0.07476000000000001,0.39631000000000005,0.00585,0.01987,0.00741,0.02288,0.0014199999999999998,0.00125,0.22296,0.24125000000000002,0.00604
0.07460000000000001,0.39571999999999996,0.0056300000000000005,0.01901,0.00707,0.02285,0.0013599999999999999,0.00121,0.22217000000000003,0.24427,0.00611
0.07415000000000001,0.39476000000000006,0.0056099999999999995,0.01867,0.00677,0.022420000000000002,0.00141,0.0012400000000000002,0.22139999999999999,0.24744000000000002,0.00613
0.07347999999999999,0.39449999999999996,0.0053700000000000015,0.01825,0.0066099999999999996,0.021679999999999998,0.00131,0.00121,0.22077999999999998,0.25060000000000004,0.006209999999999999
0.07340999999999999,0.39383,0.00525,0.017690000000000004,0.00625,0.021159999999999995,0.0012699999999999999,0.0012699999999999999,0.21994000000000002,0.25365000000000004,0.006280000000000001
0.07318,0.39325999999999994,0.005110000000000001,0.017040000000000003,0.00605,0.02061,0.0011699999999999998,0.0012900000000000001,0.21921,0.25673999999999997,0.00634
0.07292,0.39254,0.004979999999999999,0.017099999999999997,0.00584,0.02003,0.0010999999999999998,0.0012499999999999998,0.21831,0.25952000000000003,0.006410000000000001
0.07263,0.3919,0.004919999999999999,0.016999999999999998,0.00563,0.019450000000000002,0.00103,0.0012400000000000002,0.21746000000000004,0.26227999999999996,0.006459999999999999
0.07259,0.39102999999999993,0.004790000000000001,0.016440000000000003,0.0054800000000000005,0.018620000000000005,0.00104,0.00119,0.21671,0.26561999999999997,0.006490000000000001
0.07233,0.39066,0.00464,0.01595,0.005359999999999999,0.018469999999999997,0.0009600000000000001,0.00109,0.21574999999999997,0.26822,0.0065699999999999995
0.07231,0.39044,0.004339999999999999,0.01552,0.005390000000000001,0.01802,0.0009600000000000001,0.0011300000000000001,0.21457000000000007,0.27070000000000005,0.006619999999999999
0.06727999999999999,0.37679,0.00896,0.02842,0.00499,0.01738,0.0009499999999999998,0.0010999999999999998,0.21394000000000002,0.27351000000000003,0.00668
0.06495999999999999,0.36726000000000003,0.010310000000000001,0.03519,0.00555,0.019289999999999995,0.00091,0.001,0.21281,0.27595000000000003,0.00677
0.06256,0.35836999999999997,0.011139999999999997,0.040490000000000005,0.00619,0.02182,0.00081,0.00099,0.21207999999999996,0.27876,0.00679
0.06049,0.34901,0.01174,0.04559,0.00689,0.02443,0.00075,0.00105,0.21120999999999998,0.28200000000000003,0.006840000000000001
0.05927,0.3387,0.012510000000000002,0.05032000000000001,0.0073999999999999995,0.027129999999999998,0.00081,0.0011100000000000003,0.21037,0.28551,0.006869999999999999
0.057640000000000004,0.32803000000000004,0.013040000000000001,0.05506,0.00813,0.03025,0.00078,0.00106,0.20977,0.28933,0.0069099999999999995
0.05552,0.31756,0.01377,0.058499999999999996,0.00869,0.03415,0.0008,0.0010999999999999998,0.20953,0.29341,0.00697
0.05371,0.30706,0.014240000000000003,0.06178,0.009220000000000002,0.03723,0.00083,0.0011300000000000001,0.20917000000000002,0.29861,0.0070199999999999985
0.05208,0.29667,0.014659999999999998,0.06499,0.0098,0.040150000000000005,0.0007899999999999999,0.0011300000000000001,0.20867,0.30398000000000003,0.00708
0.05083,0.28608,0.01501,0.06735999999999999,0.010130000000000002,0.04342,0.0007899999999999999,0.0011699999999999998,0.20839,0.30968999999999997,0.00713
0.049210000000000004,0.27414,0.015560000000000001,0.07026999999999999,0.01058,0.0467,0.0008400000000000001,0.0012599999999999998,0.20824000000000004,0.31602,0.007179999999999999
0.04762,0.26232,0.01577,0.07226999999999999,0.01126,0.0502,0.0008700000000000001,0.0012600000000000003,0.20823,0.3230100000000001,0.00719
0.045520000000000005,0.24989,0.016829999999999998,0.07499,0.011620000000000002,0.05286,0.0008700000000000001,0.0015199999999999999,0.2082,0.3304499999999999,0.0072499999999999995
0.04419,0.23697,0.016989999999999998,0.07757,0.01229,0.05606,0.0009399999999999999,0.0016099999999999999,0.20807000000000003,0.33797,0.007340000000000001
0.04266,0.22513999999999998,0.01745,0.07893,0.01266,0.059399999999999994,0.0009499999999999998,0.0016900000000000005,0.20808999999999997,0.34561,0.00742
0.04091,0.21364999999999998,0.017580000000000002,0.08001,0.01335,0.062060000000000004,0.0009599999999999999,0.00177,0.20825,0.35397000000000006,0.007490000000000001
0.03906,0.20248,0.01781,0.0806,0.013979999999999998,0.06477,0.0009999999999999998,0.0018500000000000003,0.20824000000000004,0.36263,0.007579999999999999
0.03716,0.19139,0.0181,0.08096999999999999,0.014410000000000001,0.06674,0.0010799999999999998,0.0018699999999999995,0.20859,0.37204000000000004,0.00765
0.03610000000000001,0.1799,0.01823,0.08159000000000001,0.014549999999999999,0.06858,0.00112,0.0019199999999999998,0.20886,0.38142000000000004,0.007729999999999999
0.034080000000000006,0.16967000000000002,0.01856,0.08041999999999999,0.01474,0.07056,0.0012400000000000002,0.0021599999999999996,0.20927,0.39149,0.00781
0.03266000000000001,0.15929999999999997,0.01867,0.07986,0.015210000000000001,0.07146,0.0013300000000000002,0.00219,0.20953,0.40187,0.00792
0.031650000000000005,0.14945999999999998,0.01828,0.07842,0.015619999999999998,0.07265,0.0014100000000000002,0.00232,0.21010999999999996,0.41212,0.00796
0.030440000000000002,0.13979999999999998,0.01783,0.07829,0.01598,0.07251,0.0014399999999999999,0.0023500000000000005,0.21071999999999996,0.42262000000000005,0.008020000000000001
0.029189999999999994,0.13146,0.017830000000000002,0.076,0.01602,0.07328000000000001,0.0014700000000000002,0.00249,0.2113,0.43288000000000004,0.00808
0.02828,0.12310000000000001,0.01761,0.07429,0.016130000000000002,0.07299,0.0014900000000000002,0.00266,0.21176,0.4434699999999999,0.00822
0.02679,0.11614,0.017480000000000002,0.07138,0.01597,0.07348000000000002,0.0015300000000000001,0.00279,0.21271000000000004,0.45344999999999996,0.008280000000000001
0.026180000000000002,0.10923000000000001,0.017259999999999998,0.06842000000000001,0.015629999999999998,0.07328,0.00162,0.00287,0.21335,0.4637900000000001,0.00837
0.025639999999999996,0.10333999999999999,0.016720000000000002,0.06515,0.01583,0.07237000000000002,0.0015800000000000002,0.0027999999999999995,0.21382999999999996,0.47427,0.00847
0.024780000000000003,0.09758,0.01648,0.06226999999999999,0.015680000000000003,0.07073,0.0016,0.0029400000000000003,0.21449,0.48488,0.008570000000000001
0.024130000000000002,0.09296999999999997,0.016179999999999996,0.05856,0.015669999999999996,0.06924,0.0015400000000000001,0.0030499999999999998,0.21492,0.49505999999999994,0.00868
0.02358,0.08823,0.01578,0.05521,0.015989999999999997,0.06769,0.0015099999999999998,0.00299,0.21525,0.50499,0.00878
0.02311,0.08436,0.015510000000000001,0.05164,0.01555,0.06567,0.00149,0.0030499999999999998,0.21597999999999998,0.51474,0.0089
0.02265,0.08099999999999999,0.014979999999999999,0.04833,0.0153,0.06337000000000001,0.0015099999999999998,0.00304,0.21662999999999996,0.52418,0.00901
0.022260000000000002,0.07790000000000001,0.014570000000000003,0.04555,0.015220000000000001,0.06054,0.0015300000000000001,0.00309,0.21688000000000002,0.53338,0.00908
0.022090000000000005,0.07462,0.014160000000000002,0.042969999999999994,0.015029999999999998,0.05811999999999999,0.0015400000000000001,0.0030499999999999998,0.21722000000000002,0.542,0.0092
0.021579999999999995,0.07137999999999999,0.01386,0.04107999999999999,0.014679999999999999,0.055990000000000005,0.00154,0.00311,0.21761000000000003,0.54989,0.00928
0.02117,0.06856999999999999,0.01365,0.038470000000000004,0.014500000000000002,0.05355,0.0015,0.00315,0.21806,0.55808,0.0093
0.02089,0.06649999999999999,0.013280000000000004,0.03586,0.01438,0.05121,0.0015300000000000001,0.003,0.21836000000000003,0.56552,0.009470000000000001
0.02051,0.06443000000000002,0.013009999999999999,0.033600000000000005,0.013999999999999999,0.048760000000000005,0.00152,0.0030099999999999997,0.21873,0.57289,0.00954
0.02006,0.06204,0.012920000000000001,0.03168,0.01363,0.04647,0.0015300000000000001,0.00289,0.21903999999999998,0.58009,0.00965
0.01993,0.060289999999999996,0.01225,0.029570000000000003,0.013489999999999999,0.04459,0.0015800000000000002,0.00275,0.21930999999999998,0.58647,0.009770000000000001
0.02018,0.05825,0.01204,0.02744,0.013090000000000001,0.042620000000000005,0.0016099999999999999,0.0026799999999999997,0.21939999999999998,0.59285,0.00984
0.01975,0.05669999999999999,0.01167,0.02604,0.012740000000000001,0.04013,0.0015600000000000002,0.00261,0.21999,0.5988199999999999,0.00999
0.01971,0.05515999999999999,0.011019999999999999,0.024810000000000002,0.0127,0.0376,0.00153,0.0026399999999999996,0.22010000000000002,0.6046799999999999,0.01005
0.01974,0.05371,0.01076,0.023410000000000007,0.012210000000000002,0.035530000000000006,0.00147,0.0025900000000000003,0.22047,0.6100000000000001,0.010109999999999997
0.01999,0.05241,0.01065,0.021980000000000006,0.011659999999999998,0.033749999999999995,0.00144,0.0025399999999999997,0.22047,0.61494,0.010170000000000002
0.02021,0.051379999999999995,0.010159999999999999,0.02052,0.01143,0.031990000000000005,0.00141,0.0025,0.22032000000000002,0.61985,0.01023
0.020329999999999997,0.05068,0.01,0.018999999999999996,0.01107,0.0304,0.0013199999999999998,0.00237,0.22015,0.6244,0.01028
0.020380000000000002,0.049909999999999996,0.00978,0.018090000000000002,0.010790000000000001,0.028479999999999995,0.00133,0.0022400000000000007,0.21987,0.62878,0.01035
0.020300000000000002,0.049109999999999994,0.00959,0.01715,0.01045,0.02652,0.0012900000000000001,0.0021699999999999996,0.21988999999999997,0.63312,0.010409999999999999
0.020130000000000002,0.04866,0.009420000000000001,0.01593,0.010059999999999998,0.025100000000000004,0.0012799999999999997,0.0020299999999999997,0.21994000000000002,0.63694,0.010510000000000002
0.0203,0.048119999999999996,0.009150000000000002,0.01505,0.00976,0.023470000000000005,0.00133,0.0019000000000000002,0.21965999999999997,0.64068,0.01058
0.020360000000000003,0.047830000000000004,0.00895,0.014180000000000002,0.009450000000000002,0.021900000000000003,0.00126,0.00182,0.21949999999999997,0.64411,0.01064
0.020550000000000002,0.047409999999999994,0.008769999999999998,0.013430000000000001,0.00926,0.02089,0.0012499999999999998,0.00172,0.21908000000000002,0.64696,0.01068
0.020839999999999997,0.04712999999999999,0.008350000000000002,0.012379999999999999,0.009069999999999998,0.01976,0.0012200000000000002,0.00167,0.21881,0.65004,0.01073
0.02132,0.04668,0.00804,0.011510000000000001,0.0088,0.01882,0.00114,0.0016600000000000005,0.21844999999999995,0.65277,0.01081
0.02146,0.04657999999999999,0.00769,0.010870000000000001,0.00872,0.01756,0.00105,0.0015600000000000002,0.21805,0.65559,0.010870000000000001
0.021530000000000004,0.046430000000000006,0.007549999999999999,0.01034,0.008400000000000001,0.016370000000000003,0.0010199999999999999,0.00151,0.2178,0.65811,0.01094
0.02164,0.04623000000000001,0.00732,0.0099,0.00825,0.01538,0.00101,0.00148,0.21735000000000002,0.6604699999999999,0.010969999999999999
0.02191,0.04603,0.00728,0.00944,0.008110000000000001,0.014439999999999998,0.00097,0.00141,0.2166,0.6628000000000001,0.01101
0.022259999999999995,0.04594999999999999,0.00712,0.008799999999999999,0.007930000000000001,0.01358,0.0009500000000000001,0.00134,0.21599000000000004,0.66502,0.01106
0.02231,0.04604,0.006810000000000001,0.008309999999999998,0.00787,0.013000000000000001,0.0009600000000000001,0.00129,0.21557000000000004,0.66677,0.01107
0.02245,0.046329999999999996,0.00685,0.00785,0.00757,0.012410000000000001,0.0009500000000000001,0.0012100000000000001,0.21474,0.6685000000000001,0.01114
0.022609999999999998,0.04623,0.00683,0.007810000000000002,0.007339999999999999,0.011460000000000001,0.00098,0.00114,0.21408999999999997,0.67035,0.01116
0.022759999999999996,0.04637,0.0064199999999999995,0.00763,0.0073599999999999985,0.01122,0.00098,0.00103,0.21348000000000003,0.67158,0.01117
0.02316,0.046290000000000005,0.006370000000000001,0.00727,0.00694,0.010920000000000003,0.00095,0.00093,0.21288999999999997,0.6730500000000001,0.01123
0.02359,0.04622,0.0061400000000000005,0.007110000000000001,0.00667,0.010369999999999999,0.00089,0.00091,0.21233,0.67452,0.01125
0.023769999999999996,0.04623000000000001,0.00572,0.006809999999999999,0.006660000000000001,0.010010000000000002,0.0008500000000000001,0.0008199999999999999,0.21200000000000002,0.67587,0.011260000000000001
0.024149999999999998,0.04647,0.00541,0.00648,0.00658,0.009610000000000002,0.00083,0.00081,0.21125,0.67712,0.011290000000000001
0.024619999999999996,0.04675,0.0052499999999999995,0.00626,0.006459999999999999,0.00912,0.0008200000000000001,0.00081,0.21031,0.6782700000000002,0.011330000000000002
0.02477,0.04718000000000001,0.00526,0.006040000000000001,0.005980000000000001,0.008460000000000002,0.0008199999999999999,0.0007,0.20973999999999998,0.6797,0.01135
0.02504,0.04747,0.0049099999999999994,0.0057799999999999995,0.00606,0.00822,0.00073,0.0007099999999999999,0.20901,0.6806600000000002,0.011410000000000002
0.02532,0.04811,0.00476,0.005279999999999999,0.00574,0.007869999999999999,0.0007700000000000001,0.0006799999999999999,0.20821,0.6818,0.01146
0.025640000000000003,0.04858,0.004489999999999999,0.0052000000000000015,0.005690000000000001,0.00737,0.0007900000000000001,0.00067,0.20726999999999998,0.68281,0.01149
0.02585,0.04885,0.00447,0.00532,0.005540000000000001,0.00701,0.0008399999999999999,0.00061,0.20642,0.6835899999999999,0.0115
0.02621,0.04936,0.00434,0.00513,0.00538,0.006810000000000001,0.0007900000000000001,0.00062,0.20546000000000003,0.6843699999999999,0.011530000000000002
0.0263,0.04990000000000001,0.00429,0.00506,0.0051400000000000005,0.00649,0.00076,0.0005899999999999999,0.20467999999999997,0.68522,0.01157
0.026619999999999998,0.05050000000000001,0.00416,0.00486,0.00493,0.006259999999999999,0.0007300000000000001,0.0005399999999999999,0.20371999999999998,0.6860800000000001,0.0116
0.027089999999999996,0.05106000000000001,0.0041,0.004670000000000001,0.004740000000000001,0.00618,0.00068,0.00049,0.20274999999999999,0.68663,0.011609999999999999
0.027610000000000003,0.051460000000000006,0.00393,0.0045,0.004770000000000001,0.005730000000000001,0.00069,0.00047999999999999996,0.20173999999999997,0.6874500000000001,0.011640000000000001
0.028070000000000005,0.051980000000000005,0.0038399999999999997,0.00437,0.0045899999999999995,0.005429999999999999,0.00064,0.0004899999999999999,0.20074999999999998,0.6881600000000001,0.01168
0.02855,0.052689999999999994,0.00383,0.00403,0.00435,0.00528,0.00063,0.00045,0.19967000000000001,0.68882,0.011699999999999999
0.028450000000000003,0.05361999999999999,0.00394,0.0038200000000000005,0.004300000000000001,0.00494,0.00059,0.00039,0.19865,0.68955,0.011749999999999998
0.028740000000000005,0.054490000000000004,0.00351,0.0035299999999999997,0.0044399999999999995,0.004880000000000001,0.00058,0.00037,0.19765999999999997,0.6900299999999999,0.01177
0.028730000000000006,0.055290000000000006,0.0035100000000000005,0.00351,0.00425,0.004750000000000001,0.00057,0.00039000000000000005,0.19678,0.69045,0.01177
0.029179999999999994,0.0558,0.00344,0.0035299999999999997,0.004030000000000001,0.0045,0.00051,0.00037,0.19576,0.6910799999999998,0.0118
0.02948,0.056389999999999996,0.00329,0.00358,0.00394,0.004220000000000001,0.00046,0.0004,0.19490000000000002,0.69153,0.011810000000000001
0.029569999999999996,0.05726999999999999,0.00321,0.0034500000000000004,0.0036399999999999996,0.00421,0.0004,0.00040999999999999994,0.19415,0.69187,0.01182
0.02987,0.057999999999999996,0.0030700000000000002,0.0034500000000000004,0.0036700000000000005,0.004059999999999999,0.00035999999999999997,0.00041999999999999996,0.19301,0.6922299999999999,0.011859999999999999
0.030199999999999998,0.05896,0.00298,0.0033799999999999998,0.0035499999999999998,0.00395,0.00035,0.0004,0.19176,0.69261,0.011859999999999999
0.030379999999999997,0.05971,0.00287,0.00332,0.00347,0.003690000000000001,0.00034,0.00038,0.19085,0.6931200000000001,0.01187
0.030290000000000004,0.060770000000000005,0.0028399999999999996,0.00307,0.0033099999999999996,0.0036699999999999997,0.00028,0.00035999999999999997,0.18991,0.69361,0.01189
0.030400000000000003,0.06185999999999999,0.00274,0.00299,0.00317,0.00361,0.00026000000000000003,0.0003400000000000001,0.18885000000000002,0.69387,0.01191
0.03065,0.06262,0.00263,0.00293,0.00313,0.0034499999999999995,0.00026000000000000003,0.00032,0.18771999999999997,0.69436,0.01193
0.030690000000000002,0.0635,0.00258,0.0029500000000000004,0.0029699999999999996,0.00332,0.00023,0.00031000000000000005,0.18674,0.6947599999999999,0.011949999999999999
0.030779999999999995,0.06437000000000001,0.00243,0.0029100000000000003,0.0029,0.0032799999999999995,0.00027,0.00027000000000000006,0.18580000000000002,0.69503,0.011960000000000002
0.03089,0.06543999999999998,0.0022800000000000003,0.00281,0.00275,0.0032,0.00023,0.00025,0.18482,0.6953600000000001,0.011970000000000001
0.03135,0.06608,0.0022,0.00278,0.0026599999999999996,0.00317,0.00026,0.00023999999999999998,0.18368,0.6956100000000001,0.011970000000000001
0.03156,0.06692999999999999,0.0021599999999999996,0.0026,0.00258,0.00311,0.00027,0.00024000000000000003,0.18269,0.6958599999999999,0.012000000000000002
0.03155,0.06786,0.00219,0.0026400000000000004,0.00245,0.0029500000000000004,0.00028,0.00027,0.18173999999999996,0.69606,0.012010000000000002
0.031959999999999995,0.06861999999999999,0.0020499999999999997,0.00252,0.0025499999999999997,0.0028699999999999997,0.00026999999999999995,0.00024000000000000003,0.18059999999999998,0.6962900000000001,0.012029999999999999
0.03226,0.06941,0.00204,0.00241,0.00252,0.0029300000000000003,0.00029,0.00025,0.17931,0.6965399999999999,0.01204
0.03221,0.07052,0.0020000000000000005,0.0024000000000000002,0.00249,0.00272,0.00029,0.00024000000000000003,0.17826000000000003,0.69683,0.01204
0.03229,0.07158,0.0018699999999999997,0.00232,0.0024,0.00267,0.00028000000000000003,0.00022,0.17718,0.69713,0.012059999999999998
