S,V,E,EV,I,IV,H,HV,R,RV,D
0.9900285714285716,0.0,0.008542857142857142,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
0.9810999999999999,0.0,0.016514285714285714,0.0,0.002142857142857143,0.0,0.0,0.0,0.00024285714285714289,0.0,0.0
0.9708714285714286,0.0,0.02432857142857143,0.0,0.004285714285714286,0.0,1.4285714285714287e-05,0.0,0.0005,0.0,0.0
0.9547285714285714,0.0,0.036942857142857145,0.0,0.007057142857142857,0.0,7.142857142857143e-05,0.0,0.0012,0.0,0.0
0.9353,0.0,0.051228571428571436,0.0,0.011028571428571428,0.0,0.0001142857142857143,0.0,0.0023285714285714285,0.0,0.0
0.915042857142857,0.0,0.06387142857142857,0.0,0.016957142857142858,0.0,0.00018571428571428574,0.0,0.003942857142857143,0.0,0.0
0.8899142857142858,0.0,0.0798857142857143,0.0,0.023571428571428573,0.0,0.00028571428571428574,0.0,0.006342857142857143,0.0,0.0
0.8646857142857144,0.0,0.0936,0.0,0.0317,0.0,0.00048571428571428577,0.0,0.009514285714285715,0.0,1.4285714285714287e-05
0.8362857142857142,0.0,0.10845714285714285,0.0,0.040557142857142854,0.0,0.0006142857142857142,0.0,0.014042857142857143,0.0,4.285714285714286e-05
0.8070857142857143,0.0,0.12224285714285714,0.0,0.04994285714285714,0.0,0.0009428571428571429,0.0,0.019728571428571425,0.0,5.714285714285715e-05
0.7740999999999999,0.0,0.13744285714285714,0.0,0.0605,0.0,0.0011857142857142858,0.0,0.02671428571428571,0.0,5.714285714285715e-05
0.7421142857142857,0.0,0.15080000000000002,0.0,0.06989999999999999,0.0,0.0016714285714285715,0.0,0.035442857142857144,0.0,7.142857142857143e-05
0.7085571428571428,0.0,0.1636142857142857,0.0,0.07991428571428572,0.0,0.002157142857142857,0.0,0.045657142857142854,0.0,0.0001
0.6737714285714286,0.0,0.17470000000000002,0.0,0.09140000000000001,0.0,0.0026142857142857144,0.0,0.05728571428571429,0.0,0.0002285714285714286
0.6355857142857142,0.0,0.18864285714285714,0.0,0.10281428571428573,0.0,0.003128571428571429,0.0,0.0695,0.0,0.00032857142857142856
0.5974571428571428,0.0,0.20029999999999998,0.0,0.11394285714285714,0.0,0.0037857142857142855,0.0,0.0841,0.0,0.0004142857142857143
0.5882000000000002,0.0,0.18217142857142857,0.0,0.12575714285714285,0.0,0.004328571428571429,0.0,0.09907142857142857,0.0,0.0004714285714285714
0.5770285714285714,0.0,0.16797142857142858,0.0,0.1328,0.0,0.004999999999999999,0.0,0.1166,0.0,0.0006
0.5657285714285714,0.0,0.15548571428571428,0.0,0.13744285714285714,0.0,0.005642857142857143,0.0,0.13495714285714283,0.0,0.0007428571428571429
0.5525571428571429,0.0,0.14647142857142859,0.0,0.14011428571428572,0.0,0.006228571428571429,0.0,0.15375714285714287,0.0,0.0008714285714285715
0.5392714285714285,0.0,0.1393142857142857,0.0,0.1407857142857143,0.0,0.006971428571428571,0.0,0.1726285714285714,0.0,0.0010285714285714286
0.5262571428571429,0.0,0.13452857142857141,0.0,0.13905714285714285,0.0,0.00757142857142857,0.0,0.1914142857142857,0.0,0.0011714285714285715
0.5128,0.0,0.12977142857142857,0.0,0.13805714285714285,0.0,0.007999999999999998,0.0,0.20994285714285715,0.0,0.0014285714285714284
0.49992857142857144,0.0,0.1258,0.0,0.13584285714285713,0.0,0.008700000000000001,0.0,0.22817142857142855,0.0,0.0015571428571428572
0.48665714285714284,0.0,0.12312857142857143,0.0,0.1331857142857143,0.0,0.008971428571428571,0.0,0.2462,0.0,0.0018571428571428573
0.4747285714285714,0.0,0.11972857142857142,0.0,0.13000000000000003,0.0,0.00922857142857143,0.0,0.2641857142857143,0.0,0.0021285714285714285
0.4635571428571429,0.0,0.11615714285714286,0.0,0.12648571428571428,0.0,0.009728571428571428,0.0,0.2817,0.0,0.0023714285714285708
0.45191428571428566,0.0,0.11370000000000001,0.0,0.12380000000000002,0.0,0.009885714285714286,0.0,0.2981571428571429,0.0,0.0025428571428571427
0.44022857142857147,0.0,0.11202857142857145,0.0,0.12121428571428572,0.0,0.010028571428571428,0.0,0.3137,0.0,0.0028
0.42930000000000007,0.0,0.10964285714285713,0.0,0.11905714285714285,0.0,0.010328571428571428,0.0,0.3286142857142857,0.0,0.003057142857142857
0.4185142857142857,0.0,0.10745714285714288,0.0,0.11691428571428572,0.0,0.010385714285714285,0.0,0.3434714285714286,0.0,0.0032571428571428573
0.40750000000000003,0.0,0.10582857142857142,0.0,0.11498571428571427,0.0,0.010385714285714286,0.0,0.3578571428571428,0.0,0.003442857142857143
0.3965,0.0,0.10451428571428571,0.0,0.11277142857142856,0.0,0.010399999999999998,0.0,0.37207142857142855,0.0,0.0037428571428571424
0.3869000000000001,0.0,0.10230000000000002,0.0,0.10991428571428573,0.0,0.010585714285714285,0.0,0.3862285714285715,0.0,0.004071428571428571
0.3782571428571429,0.0,0.0994,0.0,0.1076142857142857,0.0,0.01077142857142857,0.0,0.3996857142857143,0.0,0.004271428571428571
0.36885714285714283,0.0,0.09692857142857143,0.0,0.10708571428571427,0.0,0.0107,0.0,0.41187142857142856,0.0,0.004557142857142857
0.36074285714285714,0.0,0.09532857142857143,0.0,0.10364285714285715,0.0,0.010857142857142859,0.0,0.42457142857142854,0.0,0.004857142857142858
0.35272857142857145,0.0,0.09367142857142856,0.0,0.10101428571428571,0.0,0.010942857142857141,0.0,0.4365857142857143,0.0,0.005057142857142857
0.34488571428571424,0.0,0.09142857142857143,0.0,0.09882857142857142,0.0,0.011099999999999999,0.0,0.4485,0.0,0.005257142857142857
0.3380142857142857,0.0,0.08804285714285713,0.0,0.09825714285714283,0.0,0.011128571428571429,0.0,0.45907142857142863,0.0,0.0054857142857142865
0.3307428571428571,0.0,0.08607142857142858,0.0,0.09637142857142857,0.0,0.010942857142857143,0.0,0.4701714285714285,0.0,0.0056999999999999985
0.3245571428571429,0.0,0.08367142857142858,0.0,0.09375714285714284,0.0,0.01057142857142857,0.0,0.4814285714285714,0.0,0.006014285714285714
0.31822857142857147,0.0,0.0817,0.0,0.0919,0.0,0.010085714285714286,0.0,0.49184285714285725,0.0,0.006242857142857143
0.3124142857142857,0.0,0.08042857142857143,0.0,0.08961428571428572,0.0,0.010114285714285715,0.0,0.5010428571428572,0.0,0.006385714285714285
0.30684285714285714,0.0,0.07815714285714284,0.0,0.08738571428571429,0.0,0.010199999999999999,0.0,0.5108857142857143,0.0,0.006528571428571428
0.30245714285714287,0.0,0.07585714285714286,0.0,0.08505714285714285,0.0,0.010014285714285713,0.0,0.5198714285714285,0.0,0.0067428571428571425
0.2984,0.0,0.07401428571428571,0.0,0.08258571428571429,0.0,0.010028571428571428,0.0,0.5280285714285714,0.0,0.006942857142857142
0.29437142857142856,0.0,0.07172857142857143,0.0,0.08132857142857143,0.0,0.0099,0.0,0.5355571428571428,0.0,0.007114285714285714
0.2909857142857143,0.0,0.06985714285714285,0.0,0.07881428571428571,0.0,0.009614285714285714,0.0,0.5434285714285715,0.0,0.007300000000000001
0.28782857142857143,0.0,0.06784285714285715,0.0,0.0762,0.0,0.009471428571428572,0.0,0.5512,0.0,0.007457142857142857
0.2856142857142857,0.0,0.06454285714285714,0.0,0.07448571428571428,0.0,0.009342857142857142,0.0,0.5582857142857144,0.0,0.00772857142857143
0.28347142857142854,0.0,0.06231428571428572,0.0,0.07248571428571428,0.0,0.009014285714285714,0.0,0.5647000000000001,0.0,0.008014285714285713
0.2813428571428571,0.0,0.0598,0.0,0.07152857142857143,0.0,0.008685714285714286,0.0,0.5704285714285715,0.0,0.008214285714285714
0.2793428571428571,0.0,0.05838571428571428,0.0,0.06867142857142858,0.0,0.008414285714285713,0.0,0.5767999999999999,0.0,0.008385714285714285
0.2783285714285714,0.0,0.056942857142857135,0.0,0.06654285714285714,0.0,0.0082,0.0,0.5814,0.0,0.008585714285714285
0.2773,0.0,0.05481428571428571,0.0,0.0638,0.0,0.007928571428571429,0.0,0.5873857142857143,0.0,0.00877142857142857
0.27685714285714286,0.0,0.05275714285714286,0.0,0.061714285714285715,0.0,0.0077428571428571425,0.0,0.5919714285714287,0.0,0.008957142857142858
0.2762857142857143,0.0,0.051257142857142855,0.0,0.05997142857142857,0.0,0.007471428571428572,0.0,0.5958857142857142,0.0,0.009128571428571429
0.2757142857142857,0.0,0.04932857142857143,0.0,0.05834285714285714,0.0,0.007571428571428571,0.0,0.5997142857142858,0.0,0.009328571428571427
0.2748857142857143,0.0,0.04821428571428571,0.0,0.056271428571428576,0.0,0.007385714285714287,0.0,0.6036857142857143,0.0,0.009557142857142858
0.2747857142857143,0.0,0.04675714285714285,0.0,0.054271428571428575,0.0,0.007285714285714285,0.0,0.6072142857142858,0.0,0.009685714285714287
0.27527142857142856,0.0,0.04461428571428572,0.0,0.05334285714285714,0.0,0.007171428571428572,0.0,0.6097714285714285,0.0,0.009828571428571428
