S,V,E,EV,E+EV,I,IV,I+IV,H,HV,H+HV,R,RV,,D
0.04548000000000001,0.32116,0.00044,0.0022700000000000003,0.00271,0.0004499999999999999,0.00179,0.00224,6.000000000000001e-05,0.00008,0.00014,0.03986,0.5756700000000001,0.61553,0.012739999999999998
0.045619999999999994,0.32099999999999995,0.00047000000000000004,0.00241,0.00288,0.00042999999999999994,0.0017800000000000003,0.00221,6.000000000000001e-05,8.999999999999999e-05,0.00015,0.0396,0.5757999999999999,0.6154,0.012739999999999998
0.04548000000000001,0.32125000000000004,0.00043,0.00241,0.00284,0.00041999999999999996,0.0018400000000000003,0.00226,0.00005,8.999999999999999e-05,0.00014,0.03938,0.57591,0.61529,0.012739999999999998
0.04533000000000001,0.32160000000000005,0.00044,0.0023599999999999997,0.0028,0.00043,0.00194,0.00237,0.00002,0.00009,0.00011,0.03904,576,576.03904,0.012750000000000001
0.045270000000000005,0.32169,0.00047000000000000004,0.00238,0.00285,0.00043,0.00194,0.00237,3.0000000000000004e-05,8.999999999999999e-05,0.00012,0.038770000000000006,0.5761799999999999,0.61495,0.012750000000000001
0.0452,0.32184,0.00041999999999999996,0.00236,0.00278,0.00044,0.0020199999999999997,0.00246,0.00002,8.999999999999999e-05,0.00011,0.03855000000000001,0.5763100000000001,0.61486,0.012750000000000001
0.04515,0.32191000000000003,0.00042000000000000007,0.00232,0.00274,0.00041999999999999996,0.00208,0.0025,0.00002,7.000000000000001e-05,0.00009,0.03831,0.57653,0.61484,0.01277
0.04547,0.32161,0.00046,0.0022999999999999995,0.00276,0.0004,0.00217,0.00257,3.0000000000000004e-05,6.000000000000001e-05,0.00009,0.03807,0.5766600000000001,0.61473,0.01277
0.04560000000000001,0.32165999999999995,0.00051,0.00219,0.0027,0.00042000000000000007,0.0021799999999999996,0.0026,3.0000000000000004e-05,0.00007,0.0001,0.03775,0.57682,0.61457,0.01277
0.04547,0.32166000000000006,0.00052,0.00216,0.00268,0.00042000000000000007,0.0023,0.00272,3.0000000000000004e-05,0.00008,0.00011,0.03762,0.57697,0.61459,0.01277
0.04503,0.32215,0.00054,0.00219,0.00273,0.0004,0.00238,0.00278,0.00002,6.000000000000001e-05,0.00008,0.03737,0.57709,0.61446,0.01277
0.044570000000000005,0.3226,0.0004999999999999999,0.00224,0.00274,0.00043,0.00238,0.00281,0.00002,7.000000000000001e-05,0.00009,0.0372,0.57722,0.61442,0.01277
0.044520000000000004,0.32258999999999993,0.00046,0.00237,0.00283,0.00046,0.0023100000000000004,0.00277,3.0000000000000004e-05,8.000000000000002e-05,0.00011,0.03701,0.5774,0.61441,0.01277
0.04425,0.32273,0.00049,0.0024300000000000003,0.00292,0.00041000000000000005,0.00228,0.00269,3.0000000000000004e-05,0.00012000000000000002,0.00015,0.03687,0.57762,0.61449,0.01277
0.04425,0.32267999999999997,0.00047999999999999996,0.00239,0.00287,0.0004,0.0023700000000000006,0.00277,0.00004,0.00013000000000000002,0.00017,0.036699999999999997,0.5777899999999999,0.61449,0.01277
0.0444,0.32241,0.0005,0.00262,0.00312,0.0004300000000000001,0.0022899999999999995,0.00272,0.00004,0.00012000000000000002,0.00016,0.03641,0.5780000000000001,0.61441,0.01278
0.04424,0.32243000000000005,0.0005,0.0027500000000000003,0.00325,0.00048000000000000007,0.00241,0.00289,3.0000000000000004e-05,0.00012000000000000002,0.00015,0.036140000000000005,0.5781099999999999,0.61425,0.01279
0.04417,0.3223000000000001,0.00046,0.00295,0.00341,0.00049,0.00225,0.00274,3.0000000000000004e-05,0.00015000000000000001,0.00018,0.03604,0.5783699999999999,0.61441,0.01279
0.04381,0.3226800000000001,0.00047999999999999996,0.00287,0.00335,0.00048000000000000007,0.00247,0.00295,3.0000000000000004e-05,0.00014000000000000001,0.00017,0.035829999999999994,0.5784199999999999,0.61425,0.01279
0.044009999999999994,0.32235,0.00047000000000000004,0.00295,0.00342,0.00051,0.0024300000000000003,0.00294,0.00002,0.00013,0.00015,0.035640000000000005,0.5787,0.61434,0.01279
0.04389,0.32228,0.0004900000000000001,0.0030299999999999997,0.00352,0.0005,0.00242,0.00292,0.00002,0.00011999999999999999,0.00014,0.0355,0.57894,0.61444,0.012809999999999998
0.04361,0.32243,0.0005,0.0031399999999999996,0.00364,0.00046999999999999993,0.0024800000000000004,0.00295,3.0000000000000004e-05,8.999999999999999e-05,0.00012,0.03531,0.5791299999999999,0.61444,0.012809999999999998
0.04376,0.3223,0.00052,0.0030399999999999997,0.00356,0.00045,0.0026100000000000003,0.00306,0.00002,0.00009,0.00011,0.03511,0.57928,0.61439,0.012820000000000002
0.04385,0.32209,0.0005,0.0032299999999999994,0.00373,0.00047000000000000004,0.0025399999999999997,0.00301,0.00002,8.000000000000002e-05,0.0001,0.03486,0.5795199999999999,0.61438,0.01284
0.043519999999999996,0.32259000000000004,0.00046,0.0031,0.00356,0.00052,0.0025700000000000002,0.00309,3.0000000000000004e-05,8.000000000000002e-05,0.00011,0.03459999999999999,0.57969,0.61429,0.01284
0.043190000000000006,0.32287000000000005,0.00047999999999999996,0.0030099999999999997,0.00349,0.0005499999999999999,0.0027,0.00325,0.00004,8.000000000000002e-05,0.00012,0.0344,0.5798400000000001,0.61424,0.01284
0.04362999999999999,0.32252000000000003,0.00043,0.0028799999999999997,0.00331,0.0005499999999999999,0.00283,0.00338,3.0000000000000004e-05,7.000000000000001e-05,0.0001,0.034199999999999994,0.58002,0.61422,0.01284
0.043840000000000004,0.32236999999999993,0.00045000000000000004,0.0028799999999999997,0.00333,0.00052,0.0028100000000000004,0.00333,3.0000000000000004e-05,0.0001,0.00013,0.033960000000000004,0.5802,0.61416,0.01284
0.04372,0.32249,0.00047000000000000004,0.0029699999999999996,0.00344,0.00046999999999999993,0.0027700000000000003,0.00324,0.00004,0.00012000000000000002,0.00016,0.03366000000000001,0.58045,0.61411,0.01284
0.04396,0.32222999999999996,0.00052,0.00294,0.00346,0.00046999999999999993,0.0029400000000000008,0.00341,0.00004,0.00011,0.00015,0.03334,0.5806000000000001,0.61394,0.01285
0.044000000000000004,0.32219,0.0005399999999999999,3,3.00054,0.00047999999999999996,0.0028399999999999996,0.00332,0.00005,0.00012000000000000002,0.00017,0.03306,0.5808699999999998,0.61393,0.01285
0.04406,0.32202000000000003,0.00062,0.0030499999999999998,0.00367,0.0005,0.0027099999999999997,0.00321,0.00005,0.00012000000000000002,0.00017,0.0328,0.5812199999999998,0.61402,0.01285
0.04393,0.32214,0.00067,0.00304,0.00371,0.00046,0.0027800000000000004,0.00324,0.00004,0.00012000000000000002,0.00016,0.03258,0.58138,0.61396,0.012860000000000002
0.04353,0.32225,0.00073,0.0030600000000000002,0.00379,0.00043,0.00279,0.00322,0.00004,0.00014,0.00018,0.032490000000000005,0.58168,0.61417,0.012860000000000002
0.04335,0.32223,0.0007,0.00295,0.00365,0.00049,0.00284,0.00333,0.00004,0.00013,0.00017,0.03232,0.5820900000000001,0.61441,0.012860000000000002
0.04326000000000001,0.32215999999999995,0.00068,0.0030800000000000003,0.00376,0.0005,0.0028799999999999997,0.00338,0.00004,0.00013000000000000002,0.00017,0.03217,0.5822399999999999,0.61441,0.012860000000000002
0.04309,0.32209000000000004,0.00062,0.0032800000000000004,0.0039,0.00057,0.00295,0.00352,0.00005,0.00011,0.00016,0.03189,0.58247,0.61436,0.012879999999999999
0.04253,0.32248,0.00061,0.0032,0.00381,0.00062,0.0030499999999999998,0.00367,0.00005,0.0001,0.00015,0.031740000000000004,0.58274,0.61448,0.012879999999999999
0.04283,0.32204,0.00065,0.003149999999999999,0.0038,0.00059,0.003180000000000001,0.00377,0.00005,8.999999999999999e-05,0.00014,0.03157,0.58296,0.61453,0.012890000000000002
0.04303,0.32168,0.0006,0.0032099999999999997,0.00381,0.00059,0.0031299999999999995,0.00372,6.000000000000001e-05,7.000000000000001e-05,0.00013,0.031420000000000003,0.5833100000000001,0.61473,0.0129
0.04325,0.32142000000000004,0.00058,0.0031100000000000004,0.00369,0.00067,0.00324,0.00391,6.000000000000001e-05,0.00009,0.00015,0.03115,0.58353,0.61468,0.0129
0.043140000000000005,0.32123999999999997,0.0006399999999999999,0.0031700000000000005,0.00381,0.00059,0.0032800000000000004,0.00387,0.00004,0.00012000000000000002,0.00016,0.031080000000000003,0.5837899999999999,0.61487,0.012910000000000001
0.042989999999999993,0.32112999999999997,0.0006299999999999999,0.0032800000000000004,0.00391,0.00056,0.0032999999999999995,0.00386,0.00004,0.00013000000000000002,0.00017,0.030920000000000003,0.58411,0.61503,0.012910000000000001
0.04294,0.3211,0.0005499999999999999,0.00327,0.00382,0.0006199999999999999,0.0033,0.00392,0.00004,0.00013,0.00017,0.030750000000000006,0.5843800000000001,0.61513,0.012920000000000001
0.04295,0.32094999999999996,0.00056,0.0033,0.00386,0.00061,0.0032,0.00381,0.00004,0.00015000000000000001,0.00019,0.03062,0.5847,0.61532,0.012920000000000001
0.04262,0.32110000000000005,0.00059,0.0032800000000000004,0.00387,0.0006200000000000001,0.0033,0.00392,0.00005,0.00014,0.00019,0.03041,0.58497,0.61538,0.012920000000000001
0.04240000000000001,321,0.0006000000000000001,0.0033299999999999996,0.00393,0.0005499999999999999,0.00341,0.00396,0.00005,0.00014,0.00019,0.030340000000000006,0.58525,0.61559,0.01293
0.04248999999999999,0.32061,0.00062,0.0033099999999999996,0.00393,0.00054,0.0034200000000000003,0.00396,0.00004,0.00014,0.00018,0.03023,0.5856600000000001,0.61589,0.012940000000000002
0.042820000000000004,0.32019000000000003,0.00065,0.00354,0.00419,0.00052,0.0032500000000000003,0.00377,0.00004,0.00012000000000000002,0.00016,0.02998,0.58595,0.61593,0.012940000000000002
0.04258,0.32017,0.00057,0.00372,0.00429,0.00053,0.0032900000000000004,0.00382,0.00005,0.00014,0.00019,0.02987,0.5861400000000001,0.61601,0.012940000000000002
0.042660000000000003,0.31985,0.00057,0.0036699999999999997,0.00424,0.00057,0.00347,0.00404,0.00005,0.00013,0.00018,0.029720000000000003,0.58636,0.61608,0.01295
0.042749999999999996,0.31948,0.0006200000000000001,0.00378,0.0044,0.0005299999999999999,0.0035299999999999997,0.00406,0.00005,0.0001,0.00015,0.0295,0.5866899999999999,0.61619,0.01297
0.042589999999999996,0.31958000000000003,0.00062,0.0037600000000000003,0.00438,0.0005399999999999999,0.0034100000000000007,0.00395,6.000000000000001e-05,0.0001,0.00016,0.029249999999999998,0.58712,0.61637,0.01297
0.0426,0.31943,0.0006,0.0036500000000000005,0.00425,0.00052,0.0036,0.00412,6.000000000000001e-05,7.999999999999999e-05,0.00014,0.029109999999999997,0.58738,0.61649,0.01297
0.04278,0.31893000000000005,0.0006500000000000001,0.0038099999999999996,0.00446,0.0005099999999999999,0.00371,0.00422,6.000000000000001e-05,0.0001,0.00016,0.0289,0.58758,0.61648,0.01297
0.04254,0.31893,0.0006900000000000001,0.0037099999999999993,0.0044,0.00052,0.0038700000000000006,0.00439,6.000000000000001e-05,8.999999999999999e-05,0.00015,0.028739999999999998,0.58788,0.61662,0.01297
0.04203,0.31906,0.0006700000000000001,0.0037399999999999994,0.00441,0.00052,0.00393,0.00445,0.00007,0.0001,0.00017,0.02863,0.58828,0.61691,0.01297
0.041990000000000006,0.31884,0.00063,0.0038599999999999997,0.00449,0.00056,0.0038000000000000004,0.00436,0.00007,0.00011999999999999999,0.00019,0.02841,0.58875,0.61716,0.01297
0.0417,0.31914000000000003,0.00065,0.0036999999999999997,0.00435,0.0005399999999999999,0.00377,0.00431,7.000000000000001e-05,0.00011999999999999999,0.00019,0.028180000000000004,0.58915,0.61733,0.01298
0.04154000000000001,0.31901,0.0006500000000000001,0.0038,0.00445,0.0005399999999999999,0.0037400000000000003,0.00428,0.00004,0.00012000000000000002,0.00016,0.028089999999999997,0.5894900000000001,0.61758,0.01298
0.04154,0.31893,0.00071,0.0038099999999999996,0.00452,0.00051,0.0036399999999999996,0.00415,7.000000000000001e-05,0.00013,0.0002,0.02788,0.5898,0.61768,0.01298
0.041550000000000004,0.31876,0.0006699999999999999,0.0036500000000000005,0.00432,0.00059,0.00373,0.00432,7.000000000000001e-05,0.00015999999999999999,0.00023,0.027710000000000002,0.59013,0.61784,0.01298
0.04133,0.31853000000000004,0.00074,0.00388,0.00462,0.0005499999999999999,0.0037099999999999993,0.00426,7.000000000000001e-05,0.00015000000000000001,0.00022,0.027580000000000004,0.59048,0.61806,0.01298
0.04144,0.31797000000000003,0.00073,0.00398,0.00471,0.00059,0.00364,0.00423,0.00007,0.00014,0.00021,0.02752,0.59094,0.61846,0.01298
0.04155000000000001,0.31766,0.0007199999999999999,0.0038499999999999993,0.00457,0.00063,0.0036700000000000005,0.0043,0.00007,0.00015000000000000001,0.00022,0.027350000000000003,0.5913700000000002,0.61872,0.01298
0.04142,0.31749,0.0007099999999999999,0.0038499999999999993,0.00456,0.00066,0.0036399999999999996,0.0043,5.9999999999999995e-05,0.00017,0.00023,0.027190000000000002,0.59182,0.61901,0.012990000000000002
0.04107,0.31747000000000003,0.00076,0.00385,0.00461,0.0006,0.00364,0.00424,0.00007,0.00015000000000000001,0.00022,0.027129999999999998,0.5922700000000001,0.6194,0.012990000000000002
0.040900000000000006,0.31731999999999994,0.0008,0.0037700000000000003,0.00457,0.0006100000000000001,0.00372,0.00433,7.000000000000001e-05,0.00016000000000000004,0.00023,0.02707,0.59258,0.61965,0.013000000000000001
0.04093999999999999,0.31701999999999997,0.0007599999999999999,0.0037000000000000006,0.00446,0.0006500000000000001,0.0038199999999999996,0.00447,6.000000000000001e-05,0.00016000000000000004,0.00022,0.026979999999999997,0.59291,0.61989,0.013000000000000001
0.04092,0.31672,0.00077,0.00381,0.00458,0.00064,0.0037600000000000003,0.0044,6.000000000000001e-05,0.00015000000000000001,0.00021,0.026879999999999998,0.59329,0.62017,0.013000000000000001
0.04092,0.31642,0.0007899999999999999,0.0038199999999999996,0.00461,0.00069,0.0038399999999999997,0.00453,6.000000000000001e-05,0.00014000000000000001,0.0002,0.02672,0.5936,0.62032,0.013000000000000001
0.04103,0.31607,0.00077,0.0037600000000000003,0.00453,0.0006399999999999999,0.00394,0.00458,6.000000000000001e-05,0.00013000000000000002,0.00019,0.02667,0.5939300000000001,0.6206,0.013000000000000001
0.04055,0.31631,0.00077,0.00368,0.00445,0.0006799999999999998,0.003939999999999999,0.00462,6.000000000000001e-05,0.00017,0.00023,0.026580000000000003,0.59426,0.62084,0.013000000000000001
0.04067,0.31586,0.00074,0.0038099999999999996,0.00455,0.0007,0.00393,0.00463,6.000000000000001e-05,0.00019,0.00025,0.026380000000000004,0.5946499999999999,0.62103,0.013009999999999999
0.04065,0.31563,0.00073,0.0038,0.00453,0.00067,0.0039700000000000004,0.00464,6.000000000000001e-05,0.0002,0.00026,0.02636,0.5949199999999999,0.62128,0.013009999999999999
0.04058,0.31554,0.0007300000000000001,0.0037400000000000003,0.00447,0.0007199999999999999,0.00392,0.00464,6.000000000000001e-05,0.0002,0.00026,0.02618,0.5953200000000001,0.6215,0.013009999999999999
0.04045,0.31541,0.0006699999999999999,0.0036999999999999997,0.00437,0.0008399999999999999,0.0037300000000000007,0.00457,6.000000000000001e-05,0.0002,0.00026,0.026019999999999998,0.5959099999999999,0.62193,0.013009999999999999
0.040159999999999994,0.31545999999999996,0.00065,0.0035900000000000003,0.00424,0.0008200000000000001,0.0037900000000000004,0.00461,6.000000000000001e-05,0.0002,0.00026,0.025960000000000004,0.59629,0.62225,0.01302
0.040249999999999994,0.31510000000000005,0.00068,0.0036999999999999993,0.00438,0.0008,0.00358,0.00438,0.00005,0.00018,0.00023,0.02581,0.59682,0.62263,0.01303
0.04034,0.31476,0.0006500000000000001,0.00368,0.00433,0.0007700000000000001,0.0034500000000000004,0.00422,6.000000000000001e-05,0.00019,0.00025,0.025780000000000004,0.59729,0.62307,0.01303
0.040029999999999996,0.31471,0.0006,0.0037600000000000003,0.00436,0.00081,0.0034499999999999995,0.00426,6.000000000000001e-05,0.00017999999999999998,0.00024,0.02568,0.59769,0.62337,0.01303
0.04022,0.31413,0.00069,0.0038500000000000006,0.00454,0.0007899999999999999,0.0034200000000000003,0.00421,6.000000000000001e-05,0.00014000000000000001,0.0002,0.02554,0.59812,0.62366,0.013040000000000001
0.04042,0.31361,0.0006500000000000001,0.00391,0.00456,0.00083,0.0033,0.00413,7.000000000000001e-05,0.00016999999999999999,0.00024,0.0254,0.5985900000000001,0.62399,0.01305
0.040220000000000006,0.31346,0.00068,0.0038699999999999997,0.00455,0.0008200000000000001,0.00344,0.00426,7.000000000000001e-05,0.00015000000000000001,0.00022,0.02534,0.5988899999999999,0.62423,0.013059999999999999
0.04031,0.31299,0.0006999999999999999,0.00392,0.00462,0.0008199999999999999,0.0034699999999999996,0.00429,0.00004,0.00017,0.00021,0.025249999999999995,0.5992700000000001,0.62452,0.013059999999999999
0.040249999999999994,0.31271999999999994,0.00069,0.00386,0.00455,0.00081,0.0036200000000000004,0.00443,0.00005,0.00016,0.00021,0.025170000000000005,0.59961,0.62478,0.013059999999999999
0.040150000000000005,0.31249000000000005,0.0007300000000000001,0.004059999999999999,0.00479,0.0007899999999999999,0.0036999999999999997,0.00449,0.00005,0.00016,0.00021,0.02506,0.5997499999999999,0.62481,0.013059999999999999
0.04016000000000001,0.31221,0.0008,0.00398,0.00478,0.00075,0.00375,0.0045,0.00005,0.00016,0.00021,0.02493,0.60015,0.62508,0.013059999999999999
0.040159999999999994,0.31202,0.0008299999999999998,0.00404,0.00487,0.0007099999999999999,0.00363,0.00434,6.000000000000001e-05,0.00016,0.00022,0.024820000000000002,0.6005,0.62532,0.013070000000000002
0.03981,0.31167999999999996,0.0008500000000000001,0.00441,0.00526,0.00076,0.0034799999999999996,0.00424,6.000000000000001e-05,0.00016,0.00022,0.024659999999999998,0.6010599999999999,0.62572,0.013070000000000002
0.03975,0.31138999999999994,0.0008,0.00432,0.00512,0.0008199999999999999,0.00364,0.00446,6.000000000000001e-05,0.00015000000000000001,0.00021,0.024540000000000003,0.6014599999999999,0.626,0.013070000000000002
0.039630000000000006,0.31117999999999996,0.00074,0.00431,0.00505,0.0008199999999999999,0.0036499999999999996,0.00447,7.000000000000001e-05,0.00014,0.00021,0.024480000000000002,0.60189,0.62637,0.01309
0.03951,0.31081,0.0007199999999999999,0.00422,0.00494,0.0008499999999999998,0.00383,0.00468,7.000000000000001e-05,0.00016,0.00023,0.024439999999999996,0.6023,0.62674,0.01309
0.03971,0.31023,0.00074,0.00439,0.00513,0.0008399999999999999,0.0036699999999999997,0.00451,0.00007,0.00016,0.00023,0.024339999999999997,0.6027600000000001,0.6271,0.01309
0.03957,0.30981000000000003,0.0007900000000000001,0.00442,0.00521,0.0008299999999999998,0.00368,0.00451,0.00007,0.00016,0.00023,0.02435,0.60323,0.62758,0.01309
0.03949,0.30941,0.0007599999999999999,0.00454,0.0053,0.0008399999999999999,0.0036999999999999997,0.00454,0.0001,0.00017999999999999998,0.00028,0.02425,0.6036400000000001,0.62789,0.01309
0.03934,0.30913999999999997,0.0008,0.00455,0.00535,0.00083,0.0037899999999999995,0.00462,0.0001,0.00019,0.00029,0.024159999999999997,0.6040099999999999,0.62817,0.01309
0.039020000000000006,0.30901,0.0008399999999999999,0.004489999999999999,0.00533,0.0008200000000000001,0.00407,0.00489,0.0001,0.00022,0.00032,0.024100000000000003,0.6042400000000001,0.62834,0.01309
0.03923,0.30846999999999997,0.00086,0.00445,0.00531,0.00086,0.004189999999999999,0.00505,0.0001,0.00022,0.00032,0.023899999999999998,0.60463,0.62853,0.01309
0.039150000000000004,0.30816,0.0007800000000000001,0.00442,0.0052,0.00083,0.00432,0.00515,0.00011,0.00023000000000000003,0.00034,0.023899999999999998,0.6050000000000001,0.6289,0.013099999999999997
0.03913,0.30784,0.00083,0.004540000000000001,0.00537,0.0008,0.00413,0.00493,0.00012000000000000002,0.00020999999999999998,0.00033,0.02382,0.6054499999999999,0.62927,0.01313
0.039330000000000004,0.30753,0.0007700000000000001,0.0044199999999999995,0.00519,0.0007700000000000001,0.00411,0.00488,0.00013,0.00020999999999999998,0.00034,0.023770000000000003,0.6058200000000001,0.62959,0.013139999999999999
0.03951,0.30688000000000004,0.00076,0.00428,0.00504,0.00081,0.00434,0.00515,0.00014,0.00018,0.00032,0.02369,0.60625,0.62994,0.01316
0.039650000000000005,0.30635,0.00075,0.00432,0.00507,0.0008400000000000001,0.00432,0.00516,0.00014,0.00019,0.00033,0.023579999999999997,0.6066900000000001,0.63027,0.013169999999999998
0.039749999999999994,0.30598000000000003,0.0007599999999999999,0.004229999999999999,0.00499,0.00078,0.004360000000000001,0.00514,0.00014000000000000001,0.00019,0.00033,0.02352,0.60711,0.63063,0.01318
0.03995,0.30555999999999994,0.00076,0.00405,0.00481,0.0007899999999999999,0.0043300000000000005,0.00512,0.00015000000000000001,0.00019,0.00034,0.023430000000000003,0.6076099999999999,0.63104,0.01318
0.03993,0.30522,0.00075,0.00406,0.00481,0.0008,0.00423,0.00503,0.00013000000000000002,0.00023,0.00036,0.023420000000000003,0.60803,0.63145,0.0132
0.039760000000000004,0.30521,0.0008,0.0038199999999999996,0.00462,0.00074,0.004280000000000001,0.00502,0.00012000000000000002,0.00023,0.00035,0.02332,0.6085200000000001,0.63184,0.0132
0.03962,0.30506999999999995,0.00081,0.0038199999999999996,0.00463,0.00073,0.00432,0.00505,0.0001,0.00021999999999999998,0.00032,0.023240000000000004,0.60886,0.6321,0.01321
0.03971,0.30475,0.0008,0.0036500000000000005,0.00445,0.00081,0.00424,0.00505,0.0001,0.00023,0.00033,0.02314,0.6093500000000001,0.63249,0.013219999999999999
0.03943999999999999,0.30452,0.0008500000000000001,0.0038199999999999996,0.00467,0.00076,0.00411,0.00487,0.00010999999999999999,0.00023999999999999998,0.00035,0.02308,0.60982,0.6329,0.013250000000000001
0.03956,0.30419,0.0008500000000000001,0.0037199999999999998,0.00457,0.00075,0.0041,0.00485,0.00010999999999999999,0.00020999999999999998,0.00032,0.02297,0.61029,0.63326,0.013250000000000001
0.03944000000000001,0.30382,0.0008399999999999999,0.0038099999999999996,0.00465,0.00077,0.00407,0.00484,7.999999999999999e-05,0.00023999999999999998,0.00032,0.022939999999999995,0.6107400000000001,0.63368,0.013250000000000001
0.039360000000000006,0.30358,0.0007900000000000001,0.004059999999999999,0.00485,0.0007899999999999999,0.00402,0.00481,0.00007,0.00021999999999999998,0.00029,0.022849999999999995,0.61101,0.63386,0.013250000000000001
0.03935,0.30331,0.00078,0.00402,0.0048,0.0008500000000000001,0.0040100000000000005,0.00486,6.000000000000001e-05,0.00020999999999999998,0.00027,0.0227,0.6114599999999999,0.63416,0.013250000000000001
0.039270000000000006,0.30315,0.00081,0.0038599999999999997,0.00467,0.0008200000000000001,0.00429,0.00511,0.00004,0.00022,0.00026,0.02263,0.6116599999999999,0.63429,0.013250000000000001
0.0395,0.30252999999999997,0.0007700000000000001,0.0037600000000000003,0.00453,0.00088,0.00437,0.00525,0.00004,0.00019,0.00023,0.022580000000000003,0.61212,0.6347,0.01326
0.03957000000000001,0.30192,0.00081,0.0038900000000000002,0.0047,0.00081,0.00424,0.00505,3.0000000000000004e-05,0.00022,0.00025,0.02257,0.61268,0.63525,0.01326
0.03952,0.30163,0.00077,0.00392,0.00469,0.0008399999999999999,0.00407,0.00491,0.00002,0.00022,0.00024,0.02253,0.6132199999999999,0.63575,0.01326
0.03922,0.30154000000000003,0.0007900000000000001,0.00398,0.00477,0.0008499999999999998,0.0040999999999999995,0.00495,0.00002,0.00024000000000000003,0.00026,0.02243,0.61357,0.636,0.01326
0.038939999999999995,0.30141999999999997,0.0008500000000000001,0.00391,0.00476,0.00083,0.00407,0.0049,0.00004,0.00023,0.00027,0.02239,0.61406,0.63645,0.01326
0.038869999999999995,0.30101999999999995,0.00083,0.00416,0.00499,0.0008,0.00393,0.00473,0.00004,0.00025,0.00029,0.022319999999999996,0.61452,0.63684,0.01326
0.0392,0.30056,0.00076,0.00411,0.00487,0.0008199999999999999,0.00397,0.00479,3.0000000000000004e-05,0.00024000000000000003,0.00027,0.02218,0.61487,0.63705,0.01326
0.039389999999999994,0.30018,0.00074,0.00397,0.00471,0.0007899999999999999,0.00409,0.00488,3.0000000000000004e-05,0.00025,0.00028,0.02209,0.61521,0.6373,0.01326
0.03912,0.2999,0.0008200000000000001,0.004149999999999999,0.00497,0.0007700000000000001,0.00393,0.0047,3.0000000000000004e-05,0.00023,0.00026,0.02203,0.6157600000000001,0.63779,0.01326
0.03922,0.29948,0.0008700000000000001,4,4.00087,0.00072,0.00405,0.00477,3.0000000000000004e-05,0.00021999999999999998,0.00025,0.021920000000000002,0.6162299999999999,0.63815,0.01326
0.03876,0.29945999999999995,0.0008699999999999999,0.00408,0.00495,0.00074,0.00391,0.00465,0.00002,0.00022,0.00024,0.021919999999999995,0.61675,0.63867,0.013269999999999999
0.038509999999999996,0.29922000000000004,0.0008500000000000001,0.00413,0.00498,0.00071,0.00393,0.00464,0.00004,0.00018999999999999998,0.00023,0.02193,0.61721,0.63914,0.01328
0.03821,0.29932,0.0007899999999999999,0.00395,0.00474,0.00074,0.00389,0.00463,0.00004,0.00020999999999999998,0.00025,0.02191,0.6176600000000001,0.63957,0.01328
0.03809,0.29929,0.0007399999999999999,0.00373,0.00447,0.0006900000000000001,0.00393,0.00462,0.00004,0.00022,0.00026,0.0219,0.6180899999999998,0.63999,0.01328
0.038029999999999994,0.29897999999999997,0.0007800000000000001,0.003940000000000001,0.00472,0.00068,0.00397,0.00465,0.00005,0.00023,0.00028,0.02179,0.6182700000000001,0.64006,0.01328
0.037959999999999994,0.2987,0.00076,0.00404,0.0048,0.00066,0.00397,0.00463,0.00004,0.00023,0.00027,0.02173,0.61862,0.64035,0.01329
0.03816,0.29837,0.00075,0.0038,0.00455,0.0006500000000000001,0.00392,0.00457,6.000000000000001e-05,0.00024000000000000003,0.0003,0.02172,0.61904,0.64076,0.01329
0.03802000000000001,0.29829999999999995,0.00067,0.0038,0.00447,0.00074,0.00386,0.0046,6.000000000000001e-05,0.00023,0.00029,0.02153,0.6195,0.64103,0.01329
0.038299999999999994,0.29774,0.00073,0.0038399999999999997,0.00457,0.0007199999999999999,0.0038,0.00452,0.00005,0.00017999999999999998,0.00023,0.021429999999999998,0.6199199999999999,0.64135,0.01329
0.03841,0.2973100000000001,0.00072,0.00378,0.0045,0.00073,0.0038799999999999993,0.00461,6.000000000000001e-05,0.00017,0.00023,0.021339999999999998,0.62029,0.64163,0.013309999999999999
0.038200000000000005,0.29738,0.00075,0.0037599999999999995,0.00451,0.0007199999999999999,0.0037099999999999993,0.00443,0.00007,0.00017,0.00024,0.021249999999999998,0.6206800000000001,0.64193,0.013309999999999999
0.03849,0.29687,0.00073,0.0036499999999999996,0.00438,0.0006699999999999999,0.0038199999999999996,0.00449,6.000000000000001e-05,0.00017,0.00023,0.021269999999999997,0.6209399999999999,0.64221,0.01333
0.038740000000000004,0.29633999999999994,0.00072,0.0035000000000000005,0.00422,0.00076,0.003940000000000001,0.0047,0.00007,0.00017,0.00024,0.02116,0.62127,0.64243,0.01333
0.03871000000000001,0.29587,0.00072,0.0037199999999999998,0.00444,0.00066,0.0038699999999999997,0.00453,7.999999999999999e-05,0.00019,0.00027,0.021289999999999996,0.62156,0.64285,0.01333
0.03859,0.29577,0.00073,0.0036099999999999995,0.00434,0.0006699999999999999,0.0037399999999999994,0.00441,0.00005,0.00019,0.00024,0.021270000000000004,0.62205,0.64332,0.01333
0.03821,0.29585000000000006,0.0006799999999999999,0.00366,0.00434,0.00066,0.00364,0.0043,0.00005,0.00019,0.00024,0.02128,0.6224400000000001,0.64372,0.01334
